Date;Sentiment;Close;
14/05/2022;9;30104;
13/05/2022;10;29306;
12/05/2022;12;29090;
11/05/2022;12;29095;
10/05/2022;10;31050;
09/05/2022;11;30158;
08/05/2022;18;34084;
07/05/2022;23;35508;
06/05/2022;22;36040;
05/05/2022;27;36577;
04/05/2022;21;39701;
03/05/2022;27;37751;
02/05/2022;28;38520;
01/05/2022;22;38496;
30/04/2022;20;37662;
29/04/2022;23;38600;
28/04/2022;24;39758;
27/04/2022;21;39263;
26/04/2022;27;38139;
25/04/2022;23;40456;
24/04/2022;24;39486;
23/04/2022;24;39447;
22/04/2022;26;39724;
21/04/2022;27;40502;
20/04/2022;27;41366;
19/04/2022;27;41517;
18/04/2022;24;40821;
17/04/2022;28;39708;
16/04/2022;28;40409;
15/04/2022;22;40587;
14/04/2022;28;39948;
13/04/2022;25;41155;
12/04/2022;20;40087;
11/04/2022;32;39565;
10/04/2022;34;42181;
09/04/2022;30;42780;
08/04/2022;37;42277;
07/04/2022;34;43458;
06/04/2022;48;43199;
05/04/2022;53;45481;
04/04/2022;52;46611;
03/04/2022;48;46383;
02/04/2022;52;45825;
01/04/2022;50;46301;
31/03/2022;52;45535;
30/03/2022;55;47035;
29/03/2022;56;47424;
28/03/2022;60;47105;
27/03/2022;49;46836;
26/03/2022;51;44536;
25/03/2022;47;44337;
24/03/2022;40;44003;
23/03/2022;31;42882;
22/03/2022;26;42370;
21/03/2022;30;41031;
20/03/2022;31;41249;
19/03/2022;28;42214;
18/03/2022;25;41774;
17/03/2022;27;40943;
16/03/2022;24;41148;
15/03/2022;21;39317;
14/03/2022;23;39717;
13/03/2022;21;37777;
12/03/2022;22;38816;
11/03/2022;22;38737;
10/03/2022;28;39459;
09/03/2022;22;41962;
08/03/2022;21;38757;
07/03/2022;23;38039;
06/03/2022;22;38437;
05/03/2022;22;39408;
04/03/2022;33;39171;
03/03/2022;39;42490;
02/03/2022;52;43952;
01/03/2022;51;44442;
28/02/2022;20;43202;
27/02/2022;26;37734;
26/02/2022;26;39125;
25/02/2022;27;39243;
24/02/2022;23;38380;
23/02/2022;25;37292;
22/02/2022;20;38299;
21/02/2022;25;37054;
20/02/2022;27;38420;
19/02/2022;25;40141;
18/02/2022;30;40037;
17/02/2022;52;40556;
16/02/2022;51;43885;
15/02/2022;46;44560;
14/02/2022;46;42560;
13/02/2022;44;42091;
12/02/2022;44;42239;
11/02/2022;50;42418;
10/02/2022;50;43545;
09/02/2022;54;44432;
08/02/2022;48;44061;
07/02/2022;45;43865;
06/02/2022;37;42423;
05/02/2022;33;41454;
04/02/2022;20;41563;
03/02/2022;20;37331;
02/02/2022;28;36925;
01/02/2022;26;38733;
31/01/2022;20;38526;
30/01/2022;29;37939;
29/01/2022;24;38197;
28/01/2022;24;37760;
27/01/2022;20;37217;
26/01/2022;23;36831;
25/01/2022;12;36994;
24/01/2022;13;36702;
23/01/2022;11;36308;
22/01/2022;13;35103;
21/01/2022;19;36501;
20/01/2022;24;40740;
19/01/2022;24;41676;
18/01/2022;24;42390;
17/01/2022;22;42242;
16/01/2022;21;43084;
15/01/2022;23;43069;
14/01/2022;21;43091;
13/01/2022;21;42562;
12/01/2022;22;43909;
11/01/2022;21;42743;
10/01/2022;23;41839;
09/01/2022;23;41850;
08/01/2022;10;41679;
07/01/2022;18;41518;
06/01/2022;15;43111;
05/01/2022;24;43418;
04/01/2022;23;45830;
03/01/2022;29;46445;
02/01/2022;29;47314;
01/01/2022;21;47755;
31/12/2021;28;46218;
30/12/2021;22;47156;
29/12/2021;27;46465;
28/12/2021;41;47554;
27/12/2021;40;50684;
26/12/2021;37;50797;
25/12/2021;39;50437;
24/12/2021;41;50815;
23/12/2021;34;50812;
22/12/2021;45;48626;
21/12/2021;27;48923;
20/12/2021;25;46898;
19/12/2021;29;46717;
18/12/2021;24;46879;
17/12/2021;23;46193;
16/12/2021;29;47675;
15/12/2021;28;48901;
14/12/2021;21;48408;
13/12/2021;28;46777;
12/12/2021;27;50123;
11/12/2021;16;49363;
10/12/2021;24;47170;
09/12/2021;29;47611;
08/12/2021;28;50503;
07/12/2021;25;50634;
06/12/2021;16;50567;
05/12/2021;18;49469;
04/12/2021;25;49272;
03/12/2021;31;53709;
02/12/2021;32;56517;
01/12/2021;34;57250;
30/11/2021;40;56938;
29/11/2021;33;57845;
28/11/2021;27;57325;
27/11/2021;21;54836;
26/11/2021;47;53738;
25/11/2021;32;58995;
24/11/2021;42;57209;
23/11/2021;33;57602;
22/11/2021;50;56299;
21/11/2021;49;58790;
20/11/2021;43;59739;
19/11/2021;34;58130;
18/11/2021;54;57014;
17/11/2021;52;60386;
16/11/2021;71;60124;
15/11/2021;72;63562;
14/11/2021;74;65471;
13/11/2021;72;64406;
12/11/2021;74;64156;
11/11/2021;77;64801;
10/11/2021;75;64954;
09/11/2021;84;66935;
08/11/2021;75;67526;
07/11/2021;73;63259;
06/11/2021;71;61496;
05/11/2021;73;61016;
04/11/2021;73;61423;
03/11/2021;76;62904;
02/11/2021;73;63249;
01/11/2021;74;60927;
31/10/2021;74;61330;
30/10/2021;73;61839;
29/10/2021;70;62235;
28/10/2021;66;60598;
27/10/2021;73;58453;
26/10/2021;76;60290;
25/10/2021;72;63100;
24/10/2021;73;60847;
23/10/2021;74;61302;
22/10/2021;75;60708;
21/10/2021;84;62200;
20/10/2021;82;65988;
19/10/2021;75;64237;
18/10/2021;78;62034;
17/10/2021;79;61511;
16/10/2021;78;60868;
15/10/2021;71;61709;
14/10/2021;70;57354;
13/10/2021;70;57381;
12/10/2021;78;55967;
11/10/2021;71;57468;
10/10/2021;71;54701;
09/10/2021;72;54978;
08/10/2021;74;53925;
07/10/2021;76;53793;
06/10/2021;68;55331;
05/10/2021;59;51508;
04/10/2021;54;49252;
03/10/2021;49;48243;
02/10/2021;54;47675;
01/10/2021;27;48157;
30/09/2021;20;43830;
29/09/2021;24;41551;
28/09/2021;25;41064;
27/09/2021;26;42191;
26/09/2021;27;43180;
25/09/2021;28;42711;
24/09/2021;33;42878;
23/09/2021;27;44882;
22/09/2021;21;43583;
21/09/2021;27;40664;
20/09/2021;50;43002;
19/09/2021;53;47239;
18/09/2021;50;48309;
17/09/2021;48;47292;
16/09/2021;53;47786;
15/09/2021;49;48136;
14/09/2021;30;47078;
13/09/2021;44;44960;
12/09/2021;32;46069;
11/09/2021;31;45169;
10/09/2021;46;44852;
09/09/2021;45;46389;
08/09/2021;47;46088;
07/09/2021;79;46778;
06/09/2021;79;52676;
05/09/2021;73;51762;
04/09/2021;72;49899;
03/09/2021;74;50000;
02/09/2021;74;49291;
01/09/2021;71;48844;
31/08/2021;73;47157;
30/08/2021;73;47008;
29/08/2021;72;48800;
28/08/2021;78;48914;
27/08/2021;71;49076;
26/08/2021;75;46832;
25/08/2021;73;48989;
24/08/2021;79;47714;
23/08/2021;79;49539;
22/08/2021;76;49264;
21/08/2021;78;48868;
20/08/2021;70;49332;
19/08/2021;70;46765;
18/08/2021;73;44744;
17/08/2021;72;44698;
16/08/2021;72;45940;
15/08/2021;71;47031;
14/08/2021;76;47084;
13/08/2021;70;47842;
12/08/2021;70;44423;
11/08/2021;70;45546;
10/08/2021;71;45612;
09/08/2021;65;46293;
08/08/2021;74;43770;
07/08/2021;69;44589;
06/08/2021;52;42830;
05/08/2021;50;40887;
04/08/2021;42;39754;
03/08/2021;48;38207;
02/08/2021;48;39156;
01/08/2021;60;39922;
31/07/2021;60;41409;
30/07/2021;53;42169;
29/07/2021;50;40041;
28/07/2021;50;40004;
27/07/2021;32;39563;
26/07/2021;26;37296;
25/07/2021;27;35407;
24/07/2021;22;33845;
23/07/2021;23;33597;
22/07/2021;21;32320;
21/07/2021;10;32141;
20/07/2021;19;29806;
19/07/2021;24;30847;
18/07/2021;19;31824;
17/07/2021;15;31559;
16/07/2021;22;31429;
15/07/2021;20;31857;
14/07/2021;21;32823;
13/07/2021;20;32727;
12/07/2021;25;33090;
11/07/2021;20;34239;
10/07/2021;20;33506;
09/07/2021;20;33769;
08/07/2021;20;32874;
07/07/2021;28;33886;
06/07/2021;20;34140;
05/07/2021;29;33668;
04/07/2021;27;35289;
03/07/2021;24;34758;
02/07/2021;21;33816;
01/07/2021;28;33554;
30/06/2021;28;35044;
29/06/2021;25;35896;
28/06/2021;25;34484;
27/06/2021;22;34717;
26/06/2021;20;32359;
25/06/2021;27;31584;
24/06/2021;22;34657;
23/06/2021;14;33703;
22/06/2021;10;32553;
21/06/2021;23;31761;
20/06/2021;21;35631;
19/06/2021;23;35586;
18/06/2021;25;35802;
17/06/2021;26;38061;
16/06/2021;33;38332;
15/06/2021;38;40139;
14/06/2021;28;40500;
13/06/2021;23;39004;
12/06/2021;28;35531;
11/06/2021;21;37338;
10/06/2021;21;36649;
09/06/2021;14;37347;
08/06/2021;13;33415;
07/06/2021;15;33596;
06/06/2021;17;35782;
05/06/2021;24;35543;
04/06/2021;27;36854;
03/06/2021;24;39209;
02/06/2021;23;37590;
01/06/2021;20;36673;
31/05/2021;18;37305;
30/05/2021;10;35615;
29/05/2021;18;34570;
28/05/2021;21;35667;
27/05/2021;27;38435;
26/05/2021;22;39301;
25/05/2021;22;38363;
24/05/2021;10;38773;
23/05/2021;14;34730;
22/05/2021;12;37585;
21/05/2021;19;37415;
20/05/2021;11;40578;
19/05/2021;23;36755;
18/05/2021;21;42935;
17/05/2021;27;43544;
16/05/2021;20;46583;
15/05/2021;27;46785;
14/05/2021;26;49917;
13/05/2021;31;49747;
12/05/2021;68;49725;
